    -4.66     1.00    27.00    42.33     6.54    97.00   880.14     1.00     0.12     3.01     0.00     1.00
    -4.56     1.00    27.00    35.37    22.22   108.00   969.64     1.00     0.16    10.22     0.00     1.00
    -3.85     1.00    27.00   -26.43     9.97   109.00   747.14     1.00     0.18     4.59     0.00     1.00
    -4.15     1.00    27.00    -5.91    27.35   110.00   861.34     1.00     0.32    12.58     0.00     1.00
    -5.37     1.00    27.00    -4.48   -10.56   113.00   905.34     1.00     0.61    -4.86     0.00     1.00
    -3.51     2.00    27.00   -55.38   -25.40    13.00   757.34     1.00     0.10   -11.69     0.00     1.00
    -4.07     2.00    27.00   -56.72   -10.46    14.00   785.74     1.00     0.09    -4.81     0.00     1.00
    -3.87     2.00    27.00   -14.28   -63.41    16.00   844.34     1.00     0.19   -29.18     0.00     1.00
    -3.57     2.00    27.00   -55.79     6.50    18.00   735.94     1.00     0.08     2.99     0.00     1.00
    -3.86     2.00    27.00   -57.85    30.62    25.00   734.74     1.00     0.08    14.09     0.00     1.00
    -4.38     2.00    27.00    -4.40    56.87    34.00   880.24     1.00     0.32    26.17     0.00     1.00
    -3.75     2.00    27.00    -4.95    66.61    37.00   844.44     1.00     0.21    30.65     0.00     1.00
    -4.31     2.00    27.00     7.05    51.98    39.00   891.84     1.00     0.23    23.92     0.00     1.00
    -3.63     2.00    27.00    52.77    -2.37    40.00   905.94     1.00     0.09    -1.09     0.00     1.00
    -5.38     2.00    27.00     8.48    67.49    45.00   921.04     1.00     0.19    31.06     0.00     1.00
    -3.74     2.00    27.00    17.96    57.34    46.00   870.24     1.00     0.19    26.39     0.00     1.00
    -3.70     2.00    27.00    47.23    23.45    48.00   932.94     1.00     0.12    10.79     0.00     1.00
    -3.65     2.00    27.00    63.52    11.43    50.00   942.04     1.00     0.08     5.26     0.00     1.00
    -3.52     2.00    27.00   -55.49    28.69    68.00   767.24     1.00     0.08    13.20     0.00     1.00
    -4.48     2.00    27.00   -68.71    -7.41    70.00   710.04     1.00     0.08    -3.41     0.00     1.00
    -4.05     2.00    27.00   -67.34     7.92    71.00   784.34     1.00     0.07     3.64     0.00     1.00
    -4.32     2.00    27.00   -50.40   -38.89    72.00   812.74     1.00     0.12   -17.90     0.00     1.00
    -3.99     2.00    27.00   -43.93   -45.68    73.00   810.04     1.00     0.14   -21.02     0.00     1.00
    -3.85     2.00    27.00   -33.75   -38.04    76.00   805.04     1.00     0.17   -17.51     0.00     1.00
    -5.11     2.00    27.00    -1.39   -70.77    77.00   768.24     1.00     0.17   -32.57     0.00     1.00
    -4.30     2.00    27.00   -43.01    25.73    85.00   804.94     1.00     0.09    11.84     0.00     1.00
    -3.66     2.00    27.00    43.37   -47.53    87.00   885.24     1.00     0.09   -21.87     0.00     1.00
    -4.02     2.00    27.00   -28.67    56.18    91.00   768.44     1.00     0.12    25.85     0.00     1.00
    -4.31     2.00    27.00   -14.77    61.30    92.00   775.54     1.00     0.16    28.21     0.00     1.00
    -4.45     2.00    27.00    50.79    28.86    98.00   955.44     1.00     0.11    13.28     0.00     1.00
    -3.59     2.00    27.00    54.56    25.49    99.00   927.54     1.00     0.10    11.73     0.00     1.00
    -3.85     2.00    27.00    69.04    15.69   100.00   948.64     1.00     0.08     7.22     0.00     1.00
    -4.12     2.00    27.00    10.05    51.21   102.00   814.74     1.00     0.22    23.57     0.00     1.00
    -4.70     2.00    27.00   -41.88   -34.88   112.00   827.94     1.00     0.14   -16.05     0.00     1.00
    -3.70     3.00    26.00   -52.36   -73.18     7.00   783.34     1.00     0.15   -33.68     0.00     1.00
    -3.58     3.00    26.00   -75.57   -33.20     8.00   736.54     1.00     0.09   -15.28     0.00     1.00
    -3.97     3.00    26.00   -48.65   -67.22     9.00   809.34     1.00     0.14   -30.94     0.00     1.00
    -7.17     3.00    26.00   -53.58   -51.99    10.00   935.44     1.00     0.13   -23.93     0.00     1.00
    -3.83     3.00    26.00   -27.12   -81.27    12.00   821.94     1.00     0.17   -37.40     0.00     1.00
    -5.38     3.00    26.00   -13.03   -70.76    15.00   745.14     1.00     0.18   -32.56     0.00     1.00
    -3.78     3.00    26.00    15.08   -93.30    20.00   859.84     1.00     0.14   -42.94     0.00     1.00
    -3.49     3.00    26.00   -73.78    37.53    21.00   752.84     1.00     0.07    17.27     0.00     1.00
    -3.84     3.00    26.00   -62.94    44.78    28.00   733.74     1.00     0.07    20.61     0.00     1.00
    -5.04     3.00    26.00   -57.51    55.07    31.00   828.64     1.00     0.08    25.34     0.00     1.00
    -4.26     3.00    26.00    -9.96    74.74    38.00   784.74     1.00     0.16    34.40     0.00     1.00
    -4.15     3.00    26.00    -4.80    95.17    47.00   868.54     1.00     0.16    43.80     0.00     1.00
    -4.62     3.00    26.00    19.51    79.62    51.00   913.84     1.00     0.17    36.64     0.00     1.00
    -3.41     3.00    26.00    76.56    -3.33    52.00   938.24     1.00     0.07    -1.53     0.00     1.00
    -5.00     3.00    26.00    43.38    64.67    53.00   827.54     1.00     0.15    29.76     0.00     1.00
    -3.82     3.00    26.00    32.64    67.81    54.00   863.94     1.00     0.16    31.21     0.00     1.00
    -3.63     3.00    26.00    78.47     4.84    55.00   915.04     1.00     0.07     2.23     0.00     1.00
    -5.73     3.00    26.00    39.52    82.02    56.00   958.94     1.00     0.16    37.75     0.00     1.00
    -7.04     3.00    26.00    48.40    71.41    57.00   993.14     1.00     0.15    32.86     0.00     1.00
    -3.72     3.00    26.00    64.59    67.49    59.00   918.24     1.00     0.13    31.06     0.00     1.00
    -4.11     3.00    26.00   -46.26   -57.40    74.00   811.94     1.00     0.14   -26.41     0.00     1.00
    -3.81     3.00    26.00    30.80   -75.53    80.00   890.34     1.00     0.11   -34.76     0.00     1.00
    -4.16     3.00    26.00   -15.80    86.84    93.00   784.34     1.00     0.14    39.97     0.00     1.00
    -3.42     3.00    26.00    72.19     8.04   101.00   930.24     1.00     0.08     3.70     0.00     1.00
    -3.84     3.00    26.00    11.77    81.48   103.00   865.54     1.00     0.17    37.49     0.00     1.00
    -3.88     3.00    26.00   -10.50   -92.71   106.00   845.34     1.00     0.17   -42.66     0.00     1.00
    -3.63     3.00    26.00   -59.24    44.34   111.00   747.24     1.00     0.08    20.40     0.00     1.00
    -4.25     4.00    28.00   -70.84  -139.05     1.00   826.34     1.00     0.25   -63.99     0.00     1.00
    -3.90     4.00    28.00   -69.28  -145.30     2.00   774.74     1.00     0.27   -66.87     0.00     1.00
    -4.78     4.00    28.00   -76.45  -102.87     3.00   714.54     1.00     0.18   -47.34     0.00     1.00
    -3.68     4.00    28.00   -92.91   -81.38     4.00   743.74     1.00     0.14   -37.45     0.00     1.00
    -4.08     4.00    28.00  -125.83   -19.90     5.00   756.14     1.00     0.09    -9.16     0.00     1.00
    -4.02     4.00    28.00   -44.34   -94.69     6.00   761.24     1.00     0.17   -43.57     0.00     1.00
    -3.84     4.00    28.00     0.81  -127.19    11.00   826.14     1.00     0.19   -58.53     0.00     1.00
    -3.57     4.00    28.00   -97.17    62.60    17.00   734.94     1.00     0.08    28.81     0.00     1.00
    -4.56     4.00    28.00    22.00   -95.33    24.00   915.64     1.00     0.13   -43.87     0.00     1.00
    -3.64     4.00    28.00  -101.50    94.21    26.00   755.84     1.00     0.10    43.36     0.00     1.00
    -4.43     4.00    28.00   136.26  -144.86    36.00   870.64     1.00     0.22   -66.66     0.00     1.00
    -4.04     4.00    28.00   -27.48   119.52    42.00   781.94     1.00     0.15    55.00     0.00     1.00
    -4.90     4.00    28.00   -50.55   153.66    44.00   740.74     1.00     0.20    70.71     0.00     1.00
    -4.79     4.00    28.00   116.28   -64.10    49.00   886.94     1.00     0.09   -29.50     0.00     1.00
    -5.24     4.00    28.00    30.96   102.21    58.00   941.64     1.00     0.18    47.04     0.00     1.00
    -3.88     4.00    28.00    94.40    34.41    60.00   919.74     1.00     0.09    15.83     0.00     1.00
    -3.55     4.00    28.00   126.58   -13.75    61.00   939.94     1.00     0.08    -6.33     0.00     1.00
    -6.11     4.00    28.00    46.92   108.62    62.00   971.44     1.00     0.19    49.98     0.00     1.00
    -3.78     4.00    28.00    76.64    63.58    63.00   907.74     1.00     0.12    29.26     0.00     1.00
    -3.92     4.00    28.00    78.43   125.84    64.00   918.24     1.00     0.22    57.91     0.00     1.00
    -4.00     4.00    28.00    62.75   162.19    65.00   899.44     1.00     0.31    74.64     0.00     1.00
    -3.93     4.00    28.00    65.37   134.73    66.00   906.84     1.00     0.24    62.00     0.00     1.00
    -3.94     4.00    28.00    16.14   184.37    67.00   862.34     1.00     0.34    84.85     0.00     1.00
    -3.81     4.00    28.00   -24.55  -117.91    75.00   819.54     1.00     0.20   -54.26     0.00     1.00
    -4.80     4.00    28.00    32.96  -196.62    78.00   791.54     1.00     0.35   -90.48     0.00     1.00
    -4.12     4.00    28.00   -50.44    92.14    88.00   747.44     1.00     0.10    42.40     0.00     1.00
    -3.53     4.00    28.00  -166.97   -38.07   104.00   724.74     1.00     0.15   -17.52     0.00     1.00
    -3.52     4.00    28.00  -110.61   -35.59   105.00   719.34     1.00     0.09   -16.38     0.00     1.00
    -5.06     4.00    28.00   235.92   -95.06   107.00   993.94     1.00     0.40   -43.74     0.00     1.00
    -3.81     1.00    26.00   -27.93   -38.05    19.00   767.54     2.00     0.19   -17.51     0.00     1.00
    -4.00     1.00    26.00   -29.68   -26.66    22.00   796.94     2.00     0.19   -12.27     0.00     1.00
    -4.92     1.00    26.00   -22.08   -33.21    23.00   857.34     2.00     0.23   -15.28     0.00     1.00
    -3.82     1.00    26.00   -20.06   -25.71    27.00   778.44     2.00     0.31   -11.83     0.00     1.00
    -3.60     1.00    26.00   -34.19     7.50    29.00   756.54     2.00     0.13     3.45     0.00     1.00
    -4.06     1.00    26.00    -7.39   -24.30    30.00   847.24     2.00     0.37   -11.18     0.00     1.00
    -4.56     1.00    26.00   -10.15    35.98    32.00   759.84     2.00     0.24    16.56     0.00     1.00
    -4.85     1.00    26.00     0.67    36.83    33.00   897.34     2.00     0.33    16.95     0.00     1.00
    -4.04     1.00    26.00    16.19    26.90    35.00   843.04     2.00     0.29    12.38     0.00     1.00
    -5.30     1.00    26.00    38.62    16.49    41.00   975.94     2.00     0.14     7.59     0.00     1.00
    -3.53     1.00    26.00   -30.88    -0.11    69.00   743.04     2.00     0.16    -0.05     0.00     1.00
    -3.77     1.00    26.00     4.12   -45.95    79.00   849.44     2.00     0.33   -21.15     0.00     1.00
    -3.54     1.00    26.00   -42.19    -2.10    81.00   731.04     2.00     0.11    -0.97     0.00     1.00
    -4.34     1.00    26.00   -41.74     4.73    82.00   782.04     2.00     0.11     2.18     0.00     1.00
    -3.77     1.00    26.00   -10.03   -37.12    83.00   822.34     2.00     0.31   -17.08     0.00     1.00
    -3.76     1.00    26.00   -24.49   -21.44    84.00   764.04     2.00     0.25    -9.87     0.00     1.00
    -3.84     1.00    26.00   -17.19    12.74    86.00   774.84     2.00     0.31     5.86     0.00     1.00
    -4.04     1.00    26.00    11.35   -35.30    89.00   824.74     2.00     0.23   -16.24     0.00     1.00
    -3.75     1.00    26.00    16.96   -46.07    90.00   870.94     2.00     0.16   -21.20     0.00     1.00
    -4.03     1.00    26.00     1.06    44.00    94.00   803.44     2.00     0.28    20.25     0.00     1.00
    -3.81     1.00    26.00     3.09    42.00    95.00   822.74     2.00     0.28    19.33     0.00     1.00
    -4.20     1.00    26.00    43.83     0.63    96.00   960.84     2.00     0.11     0.29     0.00     1.00
    -4.52     1.00    26.00    42.33     6.54    97.00   880.14     2.00     0.12     3.01     0.00     1.00
    -5.22     1.00    26.00    35.37    22.22   108.00   969.64     2.00     0.16    10.22     0.00     1.00
    -3.60     1.00    26.00   -26.43     9.97   109.00   747.14     2.00     0.18     4.59     0.00     1.00
    -4.24     1.00    26.00    -5.91    27.35   110.00   861.34     2.00     0.32    12.58     0.00     1.00
    -5.52     1.00    26.00    -4.48   -10.56   113.00   905.34     2.00     0.61    -4.86     0.00     1.00
    -3.56     2.00    27.00   -55.38   -25.40    13.00   757.34     2.00     0.10   -11.69     0.00     1.00
    -4.21     2.00    27.00   -56.72   -10.46    14.00   785.74     2.00     0.09    -4.81     0.00     1.00
    -3.93     2.00    27.00   -14.28   -63.41    16.00   844.34     2.00     0.19   -29.18     0.00     1.00
    -3.54     2.00    27.00   -55.79     6.50    18.00   735.94     2.00     0.08     2.99     0.00     1.00
    -3.78     2.00    27.00   -57.85    30.62    25.00   734.74     2.00     0.08    14.09     0.00     1.00
    -4.49     2.00    27.00    -4.40    56.87    34.00   880.24     2.00     0.32    26.17     0.00     1.00
    -3.80     2.00    27.00    -4.95    66.61    37.00   844.44     2.00     0.21    30.65     0.00     1.00
    -4.43     2.00    27.00     7.05    51.98    39.00   891.84     2.00     0.23    23.92     0.00     1.00
    -3.58     2.00    27.00    52.77    -2.37    40.00   905.94     2.00     0.09    -1.09     0.00     1.00
    -5.51     2.00    27.00     8.48    67.49    45.00   921.04     2.00     0.19    31.06     0.00     1.00
    -3.80     2.00    27.00    17.96    57.34    46.00   870.24     2.00     0.19    26.39     0.00     1.00
    -3.81     2.00    27.00    47.23    23.45    48.00   932.94     2.00     0.12    10.79     0.00     1.00
    -3.77     2.00    27.00    63.52    11.43    50.00   942.04     2.00     0.08     5.26     0.00     1.00
    -3.60     2.00    27.00   -55.49    28.69    68.00   767.24     2.00     0.08    13.20     0.00     1.00
    -4.25     2.00    27.00   -68.71    -7.41    70.00   710.04     2.00     0.08    -3.41     0.00     1.00
    -4.19     2.00    27.00   -67.34     7.92    71.00   784.34     2.00     0.07     3.64     0.00     1.00
    -4.40     2.00    27.00   -50.40   -38.89    72.00   812.74     2.00     0.12   -17.90     0.00     1.00
    -4.07     2.00    27.00   -43.93   -45.68    73.00   810.04     2.00     0.14   -21.02     0.00     1.00
    -3.93     2.00    27.00   -33.75   -38.04    76.00   805.04     2.00     0.17   -17.51     0.00     1.00
    -4.91     2.00    27.00    -1.39   -70.77    77.00   768.24     2.00     0.17   -32.57     0.00     1.00
    -4.40     2.00    27.00   -43.01    25.73    85.00   804.94     2.00     0.09    11.84     0.00     1.00
    -3.67     2.00    27.00    43.37   -47.53    87.00   885.24     2.00     0.09   -21.87     0.00     1.00
    -3.97     2.00    27.00   -28.67    56.18    91.00   768.44     2.00     0.12    25.85     0.00     1.00
    -4.21     2.00    27.00   -14.77    61.30    92.00   775.54     2.00     0.16    28.21     0.00     1.00
    -4.60     2.00    27.00    50.79    28.86    98.00   955.44     2.00     0.11    13.28     0.00     1.00
    -3.68     2.00    27.00    54.56    25.49    99.00   927.54     2.00     0.10    11.73     0.00     1.00
    -3.99     2.00    27.00    69.04    15.69   100.00   948.64     2.00     0.08     7.22     0.00     1.00
    -4.03     2.00    27.00    10.05    51.21   102.00   814.74     2.00     0.22    23.57     0.00     1.00
    -4.75     2.00    27.00   -41.88   -34.88   112.00   827.94     2.00     0.14   -16.05     0.00     1.00
    -3.73     3.00    25.00   -52.36   -73.18     7.00   783.34     2.00     0.15   -33.68     0.00     1.00
    -3.48     3.00    25.00   -75.57   -33.20     8.00   736.54     2.00     0.09   -15.28     0.00     1.00
    -4.02     3.00    25.00   -48.65   -67.22     9.00   809.34     2.00     0.14   -30.94     0.00     1.00
    -3.60     3.00    25.00   -27.12   -81.27    12.00   821.94     2.00     0.17   -37.40     0.00     1.00
    -5.55     3.00    25.00   -13.03   -70.76    15.00   745.14     2.00     0.18   -32.56     0.00     1.00
    -3.72     3.00    25.00    15.08   -93.30    20.00   859.84     2.00     0.14   -42.94     0.00     1.00
    -3.50     3.00    25.00   -73.78    37.53    21.00   752.84     2.00     0.07    17.27     0.00     1.00
    -3.69     3.00    25.00   -62.94    44.78    28.00   733.74     2.00     0.07    20.61     0.00     1.00
    -4.82     3.00    25.00   -57.51    55.07    31.00   828.64     2.00     0.08    25.34     0.00     1.00
    -4.24     3.00    25.00    -9.96    74.74    38.00   784.74     2.00     0.16    34.40     0.00     1.00
    -4.29     3.00    25.00    -4.80    95.17    47.00   868.54     2.00     0.16    43.80     0.00     1.00
    -4.94     3.00    25.00    19.51    79.62    51.00   913.84     2.00     0.17    36.64     0.00     1.00
    -3.38     3.00    25.00    76.56    -3.33    52.00   938.24     2.00     0.07    -1.53     0.00     1.00
    -4.29     3.00    25.00    43.38    64.67    53.00   827.54     2.00     0.15    29.76     0.00     1.00
    -3.76     3.00    25.00    32.64    67.81    54.00   863.94     2.00     0.16    31.21     0.00     1.00
    -3.61     3.00    25.00    78.47     4.84    55.00   915.04     2.00     0.07     2.23     0.00     1.00
    -6.30     3.00    25.00    39.52    82.02    56.00   958.94     2.00     0.16    37.75     0.00     1.00
    -3.75     3.00    25.00    64.59    67.49    59.00   918.24     2.00     0.13    31.06     0.00     1.00
    -4.16     3.00    25.00   -46.26   -57.40    74.00   811.94     2.00     0.14   -26.41     0.00     1.00
    -3.85     3.00    25.00    30.80   -75.53    80.00   890.34     2.00     0.11   -34.76     0.00     1.00
    -4.12     3.00    25.00   -15.80    86.84    93.00   784.34     2.00     0.14    39.97     0.00     1.00
    -3.39     3.00    25.00    72.19     8.04   101.00   930.24     2.00     0.08     3.70     0.00     1.00
    -3.86     3.00    25.00    11.77    81.48   103.00   865.54     2.00     0.17    37.49     0.00     1.00
    -3.64     3.00    25.00   -10.50   -92.71   106.00   845.34     2.00     0.17   -42.66     0.00     1.00
    -3.55     3.00    25.00   -59.24    44.34   111.00   747.24     2.00     0.08    20.40     0.00     1.00
    -5.02     3.00    25.00    22.00   -95.33    24.00   915.64     2.00     0.13   -43.87     0.00     1.00
    -4.36     4.00    27.00   -70.84  -139.05     1.00   826.34     2.00     0.25   -63.99     0.00     1.00
    -3.84     4.00    27.00   -69.28  -145.30     2.00   774.74     2.00     0.27   -66.87     0.00     1.00
    -4.72     4.00    27.00   -76.45  -102.87     3.00   714.54     2.00     0.18   -47.34     0.00     1.00
    -3.62     4.00    27.00   -92.91   -81.38     4.00   743.74     2.00     0.14   -37.45     0.00     1.00
    -4.15     4.00    27.00  -125.83   -19.90     5.00   756.14     2.00     0.09    -9.16     0.00     1.00
    -3.94     4.00    27.00   -44.34   -94.69     6.00   761.24     2.00     0.17   -43.57     0.00     1.00
    -3.79     4.00    27.00     0.81  -127.19    11.00   826.14     2.00     0.19   -58.53     0.00     1.00
    -3.52     4.00    27.00   -97.17    62.60    17.00   734.94     2.00     0.08    28.81     0.00     1.00
    -3.60     4.00    27.00  -101.50    94.21    26.00   755.84     2.00     0.10    43.36     0.00     1.00
    -4.30     4.00    27.00   136.26  -144.86    36.00   870.64     2.00     0.22   -66.66     0.00     1.00
    -3.96     4.00    27.00   -27.48   119.52    42.00   781.94     2.00     0.15    55.00     0.00     1.00
    -4.82     4.00    27.00   -50.55   153.66    44.00   740.74     2.00     0.20    70.71     0.00     1.00
    -4.56     4.00    27.00   116.28   -64.10    49.00   886.94     2.00     0.09   -29.50     0.00     1.00
    -5.51     4.00    27.00    30.96   102.21    58.00   941.64     2.00     0.18    47.04     0.00     1.00
    -3.69     4.00    27.00    94.40    34.41    60.00   919.74     2.00     0.09    15.83     0.00     1.00
    -3.42     4.00    27.00   126.58   -13.75    61.00   939.94     2.00     0.08    -6.33     0.00     1.00
    -6.44     4.00    27.00    46.92   108.62    62.00   971.44     2.00     0.19    49.98     0.00     1.00
    -3.66     4.00    27.00    76.64    63.58    63.00   907.74     2.00     0.12    29.26     0.00     1.00
    -3.98     4.00    27.00    78.43   125.84    64.00   918.24     2.00     0.22    57.91     0.00     1.00
    -4.05     4.00    27.00    62.75   162.19    65.00   899.44     2.00     0.31    74.64     0.00     1.00
    -3.98     4.00    27.00    65.37   134.73    66.00   906.84     2.00     0.24    62.00     0.00     1.00
    -3.97     4.00    27.00    16.14   184.37    67.00   862.34     2.00     0.34    84.85     0.00     1.00
    -3.79     4.00    27.00   -24.55  -117.91    75.00   819.54     2.00     0.20   -54.26     0.00     1.00
    -4.76     4.00    27.00    32.96  -196.62    78.00   791.54     2.00     0.35   -90.48     0.00     1.00
    -4.04     4.00    27.00   -50.44    92.14    88.00   747.44     2.00     0.10    42.40     0.00     1.00
    -3.48     4.00    27.00  -166.97   -38.07   104.00   724.74     2.00     0.15   -17.52     0.00     1.00
    -3.47     4.00    27.00  -110.61   -35.59   105.00   719.34     2.00     0.09   -16.38     0.00     1.00
    -5.43     4.00    27.00   235.92   -95.06   107.00   993.94     2.00     0.40   -43.74     0.00     1.00
